집계일자,출발영업소코드,도착영업소코드,출발영업소명,도착영업소명,도착지방향1종교통량,도착지방향2종교통량,도착지방향3종교통량,도착지방향4종교통량,도착지방향5종교통량,도착지방향6종교통량,도착지방향총교통량,출발지방향1종교통량,출발지방향2종교통량,출발지방향3종교통량,출발지방향4종교통량,출발지방향5종교통량,출발지방향6종교통량,출발지방향총교통량,Unnamed: 19
20221031,140,755,부산,광재,1119,24,22,9,20,72,1266,1035,16,12,10,21,64,1158,
20221031,142,145,군북,산인,3913,78,112,44,66,279,4492,4207,83,134,53,102,303,4882,
20221031,143,145,장지,산인,1179,28,27,26,92,90,1442,1293,30,33,24,111,88,1579,
20221031,144,145,함안,산인,1910,41,35,23,103,123,2235,2030,54,38,28,108,134,2392,
20221031,145,142,산인,군북,4207,83,134,53,102,303,4882,3913,78,112,44,66,279,4492,
20221031,145,143,산인,장지,1293,30,33,24,111,88,1579,1179,28,27,26,92,90,1442,
20221031,145,144,산인,함안,2030,54,38,28,108,134,2392,1910,41,35,23,103,123,2235,
20221031,145,291,산인,사천,1333,41,59,27,26,76,1562,1343,59,51,20,31,62,1566,
20221031,145,292,산인,진주,1395,28,144,19,28,79,1693,1506,32,139,15,22,99,1813,
20221031,145,293,산인,문산,1377,31,22,15,15,79,1539,1158,23,26,15,7,71,1300,
20221031,146,150,동창원,북부산,996,18,14,4,38,66,1136,971,13,18,3,21,66,1092,
20221031,146,244,동창원,서부산,1172,26,32,21,46,84,1381,1223,33,35,20,74,83,1468,
20221031,146,245,동창원,장유,960,18,17,4,17,91,1107,1004,17,19,6,30,93,1169,
20221031,146,289,동창원,마산,2676,92,78,53,90,226,3215,2468,90,71,33,54,211,2927,
20221031,147,150,진례,북부산,1371,39,28,26,27,91,1582,1671,43,24,19,17,108,1882,
20221031,147,244,진례,서부산,1709,87,78,48,62,117,2101,1880,106,81,51,92,120,2330,
20221031,147,245,진례,장유,1110,61,72,57,18,103,1421,1430,52,71,52,24,148,1777,
20221031,147,289,진례,마산,1313,105,98,56,102,92,1766,1278,90,77,46,64,93,1648,
20221031,148,150,서김해,북부산,6339,138,85,132,126,490,7310,6329,118,59,116,77,527,7226,
20221031,148,251,서김해,물금,885,27,20,30,11,73,1046,892,35,27,19,22,75,1070,
20221031,148,289,서김해,마산,1547,34,66,15,9,118,1789,1352,20,52,17,8,103,1552,
20221031,149,150,동김해,북부산,10395,179,166,32,96,832,11700,8996,168,132,26,44,725,10091,
20221031,149,250,동김해,남양산,1067,22,55,10,5,79,1238,930,20,55,7,9,66,1087,
20221031,149,251,동김해,물금,1094,40,11,9,5,102,1261,1062,28,10,4,5,99,1208,
20221031,150,146,북부산,동창원,971,13,18,3,21,66,1092,996,18,14,4,38,66,1136,
20221031,150,147,북부산,진례,1671,43,24,19,17,108,1882,1371,39,28,26,27,91,1582,
20221031,150,148,북부산,서김해,6329,118,59,116,77,527,7226,6339,138,85,132,126,490,7310,
20221031,150,149,북부산,동김해,8996,168,132,26,44,725,10091,10395,179,166,32,96,832,11700,
20221031,150,245,북부산,장유,3871,26,88,10,35,255,4285,3003,42,80,9,34,214,3382,
20221031,150,289,북부산,마산,2985,34,90,11,26,144,3290,2641,24,62,9,18,116,2870,
20221031,151,115,북대전,대전,883,18,10,1,9,115,1036,1091,12,11,9,9,106,1238,
20221031,151,153,북대전,서대전,1117,11,14,16,29,82,1269,1226,19,25,22,30,81,1403,
20221031,152,154,유성,안영,911,16,34,13,30,66,1070,1050,21,26,8,31,69,1205,
20221031,153,114,서대전,남대전,1730,34,67,73,71,114,2089,1880,42,66,54,74,121,2237,
20221031,153,115,서대전,대전,915,19,8,1,1,58,1002,946,13,6,1,1,68,1035,
20221031,153,119,서대전,판암,1764,26,20,10,40,161,2021,1691,24,19,6,35,163,1938,
20221031,153,151,서대전,북대전,1226,19,25,22,30,81,1403,1117,11,14,16,29,82,1269,
20221031,153,154,서대전,안영,1055,31,25,28,70,70,1279,1066,34,31,37,66,60,1294,
20221031,153,579,서대전,남세종,1112,21,15,5,8,73,1234,1006,26,14,8,18,74,1146,
20221031,154,152,안영,유성,1050,21,26,8,31,69,1205,911,16,34,13,30,66,1070,
20221031,154,153,안영,서대전,1066,34,31,37,66,60,1294,1055,31,25,28,70,70,1279,
20221031,159,167,서전주,광주,1426,61,74,49,41,44,1695,1351,61,53,42,35,38,1580,
20221031,166,167,장성,광주,2271,72,59,30,59,110,2601,2635,110,70,45,41,112,3013,
20221031,167,159,광주,서전주,1351,61,53,42,35,38,1580,1426,61,74,49,41,44,1695,
20221031,167,166,광주,장성,2635,110,70,45,41,112,3013,2271,72,59,30,59,110,2601,
20221031,167,567,광주,남고창,1237,24,57,20,26,42,1406,1298,29,47,11,34,49,1468,
20221031,171,101,마성,서울,2375,23,228,51,4,110,2791,2038,22,217,55,4,90,2426,
20221031,172,101,용인,서울,3890,155,103,51,30,249,4478,3400,131,97,28,27,231,3914,
20221031,172,102,용인,동수원,984,30,21,6,3,81,1125,933,32,14,15,4,86,1084,
20221031,172,173,용인,양지,1898,226,116,117,42,149,2548,1741,200,121,111,57,144,2374,
20221031,172,212,용인,북수원,906,39,17,16,12,54,1044,1111,56,19,10,9,66,1271,
20221031,172,253,용인,서서울,1012,48,21,27,21,45,1174,987,42,18,30,15,55,1147,
20221031,173,101,양지,서울,4171,344,125,97,113,159,5009,3521,210,137,108,46,139,4161,
20221031,173,102,양지,동수원,1301,32,27,5,7,86,1458,1217,33,26,5,23,64,1368,
20221031,173,172,양지,용인,1741,200,121,111,57,144,2374,1898,226,116,117,42,149,2548,
20221031,173,212,양지,북수원,1144,75,34,44,30,72,1399,1269,94,33,40,66,64,1566,
